timestamp,anomaly_score,root_cause_sensor,root_cause_score,second_sensor,second_sensor_score,severity,temperature_contribution,voltage_contribution,current_contribution,pressure_contribution,vibration_contribution,rpm_contribution,battery_contribution
2026-01-01 00:16:40,1.720109224319458,temperature,7.510072851582482,battery,1.2674904181105198,CRITICAL,7.510072851582482,0.8006329420932076,0.6394772270988782,0.2534965592573914,0.3089702573822932,0.6889158993727093,1.2674904181105198
2026-01-01 00:16:41,2.404608964920044,temperature,7.5333519579586135,rpm,2.29460731271859,CRITICAL,7.5333519579586135,0.29634706020777835,1.125394691359876,1.1401214640800523,0.15442051601507012,2.29460731271859,1.3271946054190062
2026-01-01 00:16:42,2.334501266479492,temperature,7.299488836707855,battery,1.3667131688230216,CRITICAL,7.299488836707855,0.7560793706884252,1.3294093459051661,0.097417910375658,0.1978214906564318,1.178217371717368,1.3667131688230216
2026-01-01 00:16:43,2.8090174198150635,temperature,7.170012836930689,current,1.475635428482645,CRITICAL,7.170012836930689,0.5100377219067264,1.475635428482645,1.1974014549097365,0.18565393199144659,0.48287658577655784,1.3473119580562798
2026-01-01 00:16:44,3.7368786334991455,temperature,8.392342458858268,battery,1.3942604872257647,CRITICAL,8.392342458858268,0.7316986453737166,0.8488784173784317,0.5682113455856481,0.27967914350278933,0.09570593139065493,1.3942604872257647
2026-01-01 00:16:45,3.167814016342163,temperature,8.527614837742147,battery,1.3494067628671202,CRITICAL,8.527614837742147,0.1568295183529438,0.8416483588837544,0.210844411775669,0.4700366966528077,0.011337784969204942,1.3494067628671202
2026-01-01 00:16:46,2.7095115184783936,temperature,9.194222870024863,pressure,1.556812500962997,CRITICAL,9.194222870024863,0.3340063564148802,0.44821510603310966,1.556812500962997,0.15387266112022713,0.7799776193866126,1.4602281059236393
2026-01-01 00:16:47,4.305900096893311,temperature,9.358954357862647,current,1.7566591223310153,CRITICAL,9.358954357862647,0.5218043595885246,1.7566591223310153,0.512444050211729,0.14778527983108944,0.4149228544561567,1.3848454158749146
2026-01-01 00:16:48,5.174099922180176,temperature,9.968022492461436,battery,1.3506141389784898,CRITICAL,9.968022492461436,0.059952687296765145,1.3286482293653674,0.3273864245471301,0.46894254592581597,0.49394158800253546,1.3506141389784898
2026-01-01 00:16:49,2.6376662254333496,temperature,9.25991084209768,battery,1.2447272239182625,CRITICAL,9.25991084209768,0.07866832384389981,0.3053304382196735,1.1187632543464274,0.34439981540853354,0.2161104928473056,1.2447272239182625
2026-01-01 00:16:50,6.157729148864746,temperature,10.816582598858686,battery,1.3728670283423356,CRITICAL,10.816582598858686,0.11292907019006584,0.9537211594038079,0.37535871879865984,0.37953774533950785,1.0525032511878027,1.3728670283423356
2026-01-01 00:16:51,5.616659164428711,temperature,10.414832753679478,battery,1.3827980857411148,CRITICAL,10.414832753679478,0.11973044768791001,1.230379358797673,1.031044193236964,0.6793784531351632,0.03772680513782464,1.3827980857411148
2026-01-01 00:16:52,6.377164363861084,temperature,11.987991612933136,current,1.7663911914099641,CRITICAL,11.987991612933136,0.12590401065087492,1.7663911914099641,1.2676754603723084,0.6267251951057473,0.7165697142864906,1.298725431614052
2026-01-01 00:16:53,4.572280883789063,temperature,10.502634471228872,battery,1.2678251789936752,CRITICAL,10.502634471228872,0.5682803606007821,0.7567349711650617,0.020349848630460007,0.8860351088729874,0.34550713570645797,1.2678251789936752
2026-01-01 00:16:54,6.697403430938721,temperature,12.436507687417832,battery,1.4228801839324963,CRITICAL,12.436507687417832,0.6019678523000616,0.3902834472401135,1.0801819209701147,0.5313979987268921,0.23210427327460145,1.4228801839324963
2026-01-01 00:16:55,6.808056831359863,temperature,11.759169733628504,battery,1.280090875010998,CRITICAL,11.759169733628504,0.007961330538358354,0.4990220210527609,0.5669922376655783,0.7532544953312583,0.2790378179759263,1.280090875010998
2026-01-01 00:16:56,7.002072811126709,temperature,11.535602504688265,battery,1.3580429327756092,CRITICAL,11.535602504688265,0.16663929453385984,1.2889604865690152,0.19076014035209404,0.23368443877890638,0.17783199957702597,1.3580429327756092
2026-01-01 00:16:57,6.463312149047852,temperature,11.98200276971699,battery,1.3483332312879217,CRITICAL,11.98200276971699,0.5611543393079732,0.8562183411681773,0.9129834656352167,0.5539052026233602,0.14711948564234983,1.3483332312879217
2026-01-01 00:16:58,6.555746078491211,temperature,12.425767307902671,battery,1.3767523876837566,CRITICAL,12.425767307902671,0.9635213785960225,0.05792395001417093,0.27553865616674544,0.7127764587347561,0.9512473151015138,1.3767523876837566
2026-01-01 00:16:59,7.571494102478027,temperature,13.252309667537963,rpm,1.3036255716130671,CRITICAL,13.252309667537963,0.8360805009479343,0.36056043513092495,0.14320530765155493,1.2858297135183177,1.3036255716130671,1.2792155525650912
2026-01-01 00:17:00,10.18793487548828,temperature,13.653324747176772,current,1.6536102214700648,CRITICAL,13.653324747176772,0.3184099670255062,1.6536102214700648,0.12913354850529962,0.01943423527771592,0.24298946513163303,1.3369104025828396
2026-01-01 00:17:01,10.51374340057373,temperature,13.266858635244795,current,2.8816475556278145,CRITICAL,13.266858635244795,1.1725732565768534,2.8816475556278145,0.5568582433054097,0.8370468159155815,0.40368437947841035,1.278097455060163
2026-01-01 00:17:02,8.852112770080566,temperature,13.9647964635627,battery,1.3496585267855867,CRITICAL,13.9647964635627,0.45437761348254674,0.8989060681919092,0.7745060372721705,0.4924058270628574,0.9560986347653295,1.3496585267855867
2026-01-01 00:17:03,12.076675415039062,temperature,15.728293602374261,battery,1.378995715015148,CRITICAL,15.728293602374261,0.5599823257983749,0.5484849327775256,0.06336136757780418,0.17167249104581542,1.129249758018949,1.378995715015148
2026-01-01 00:17:04,11.883289337158203,temperature,15.791028225669399,current,1.8642768415167057,CRITICAL,15.791028225669399,0.011733847220841588,1.8642768415167057,0.4967882593068346,1.124600011335448,0.36199610763984064,1.4056677991478157
2026-01-01 00:17:05,11.792730331420898,temperature,15.276268527574556,battery,1.4467029644349152,CRITICAL,15.276268527574556,1.0149622620962047,1.1103300607606457,0.4027992049414275,0.2339007807075434,1.3790014980543133,1.4467029644349152
2026-01-01 00:17:06,11.567808151245115,temperature,15.349800290436056,rpm,1.6334311323115245,CRITICAL,15.349800290436056,0.06837976895058467,1.2874826736388758,0.07382597720438423,0.3306178377489011,1.6334311323115245,1.3249636509797298
2026-01-01 00:17:07,10.49770164489746,temperature,15.7398086364565,vibration,1.4508016392370313,CRITICAL,15.7398086364565,1.0504005145715931,1.0302737832737183,0.43901085733893147,1.4508016392370313,1.0866517484065268,1.323398458640663
2026-01-01 00:17:08,11.177350044250488,temperature,16.400904759226403,pressure,2.0915813350093,CRITICAL,16.400904759226403,0.16334458813624864,1.4821635318566075,2.0915813350093,0.8657088947267754,1.881819078139363,1.4303292258242188
2026-01-01 00:17:09,10.072626113891602,temperature,15.658749767237389,battery,1.381828190625283,CRITICAL,15.658749767237389,0.07800359905980477,0.2018293199584182,0.4770953330046962,0.9207302602090804,1.2765587123127693,1.381828190625283
2026-01-01 00:17:10,10.362783432006836,temperature,16.49899512017366,pressure,1.6436312416893866,CRITICAL,16.49899512017366,0.504446472365592,0.9978271686841764,1.6436312416893866,1.1920570750395754,1.4138851795356067,1.4271863020124027
2026-01-01 00:17:11,11.676249504089355,temperature,15.905136691236654,current,1.7132257245534008,CRITICAL,15.905136691236654,0.2960436703866412,1.7132257245534008,1.230291894960125,0.7201444071261671,0.676952716298766,1.4762307804594998
