timestamp,temperature,voltage,current,pressure,vibration,rpm,battery,anomaly,anomaly_type
2026-01-01 00:00:00,25.248357076505616,27.864301053902555,3.034828624766682,100.40582840973188,0.095281424516986,3002.946184370372,90.00788377596682,0,normal
2026-01-01 00:00:01,24.935894867282027,27.93984267789177,3.029039285676592,100.68476106733333,0.1103155363294226,2998.2652670977345,90.0557896983135,0,normal
2026-01-01 00:00:02,25.33389810628783,27.88240891949133,2.907761852563951,100.826404993001,0.0983951380174686,3028.930747928914,90.03311009531834,0,normal
2026-01-01 00:00:03,25.776595187823684,28.02491128367822,3.060079138639596,101.04867092576067,0.1014711605142984,3046.5504654159754,89.8707084301657,0,normal
2026-01-01 00:00:04,24.90302939917828,28.24320589525644,2.853819281121027,101.31227566424012,0.1079277850719569,3021.35943738303,89.9793777697772,0,normal
2026-01-01 00:00:05,24.90806264107299,27.850504234993185,2.9381158855154075,101.21452443128496,0.100352589098261,3031.288828761344,90.06277770488342,0,normal
2026-01-01 00:00:06,25.819761567976883,28.205819196911055,2.804332227713635,100.65374285105568,0.0829520050341717,2994.608863026353,90.03880373221378,0,normal
2026-01-01 00:00:07,25.418895374763032,27.85026305799926,3.160810257414575,100.8972832066186,0.1117245186775481,3005.081591871949,89.91831260791028,0,normal
2026-01-01 00:00:08,24.805462278137085,27.8380143399531,2.9824991431473187,101.03296610098046,0.1140559747927242,3046.079848831971,90.03758994738645,0,normal
2026-01-01 00:00:09,25.316499366491797,28.172200941675477,3.2230488572639238,100.93264776262151,0.0833834345797539,3017.4976479332418,90.08698847513544,0,normal
2026-01-01 00:00:10,24.81852858634744,28.193811445431862,3.0873616664025776,100.93177773632698,0.0914494418874483,2994.623801241065,89.89736959632896,0,normal
2026-01-01 00:00:11,24.822388660338863,28.18064821597503,3.0525825580961,100.49699963143172,0.1223087413322177,3003.049580754944,89.79847607608374,0,normal
2026-01-01 00:00:12,25.181248595525965,27.748148703440062,2.9498558577029272,100.66925862089792,0.1045776992544251,3033.3759399491087,90.17140573858072,0,normal
2026-01-01 00:00:13,24.10863888030097,27.91905983430093,2.904549325613436,100.8954530536445,0.1024800719629064,3036.2365165324,90.02503284134276,0,normal
2026-01-01 00:00:14,24.207829051641525,28.17778947222063,3.062186984629789,100.08962334484777,0.0983677147372042,2977.374042134074,89.94727011704087,0,normal
2026-01-01 00:00:15,24.79415039314206,28.02244171561404,3.003443704707653,101.21104027114244,0.0925112780804932,3013.703947295082,89.94334372042893,0,normal
2026-01-01 00:00:16,24.57388181438083,27.80033623242472,2.8773731171532733,100.6082990539628,0.1010606335591712,3002.779116253364,90.00667825367236,0,normal
2026-01-01 00:00:17,25.242421086994224,28.10767969484029,2.8603190991300984,101.2274099055868,0.1129352758090824,3001.2364757232526,90.09560099096714,0,normal
2026-01-01 00:00:18,24.636282061014835,27.87399580246376,2.916839093303829,101.202288813741,0.1032202237547366,3043.29989379124,89.84002028622284,0,normal
2026-01-01 00:00:19,24.3891353608172,28.376803203792623,3.1955104318919774,100.86076150338752,0.1096654991136332,2996.4525669950995,89.95040459392263,0,normal
2026-01-01 00:00:20,25.833100946126606,28.32780732976628,3.2354454463816085,101.3252891671508,0.1214050681267185,2986.499403135681,90.15539574189545,0,normal
2026-01-01 00:00:21,24.99237380206473,28.140599139751306,3.035320200959114,101.24933896730415,0.0981282202388148,2979.5049286008125,90.07196084547701,0,normal
2026-01-01 00:00:22,25.144007288901253,28.292921417375453,3.030418868304349,100.93494625030034,0.1071464070296222,2998.9061550778083,90.06292967194547,0,normal
2026-01-01 00:00:23,24.402845974617048,28.034618563847783,2.9825955091324583,100.90236156012664,0.1143458837848,2982.273011345975,90.02926850102288,0,normal
2026-01-01 00:00:24,24.84800103702681,28.17568779627861,2.923481608689445,101.35931385099894,0.0951568197928357,2978.5747213716186,90.01904692753324,0,normal
2026-01-01 00:00:25,25.180621279770705,28.319084136944088,3.155150270450504,101.10100254729336,0.106449893820836,2978.0067810901464,89.94068123949282,0,normal
2026-01-01 00:00:26,24.554625839740726,28.073579362345065,3.2056918336162346,101.34606172778388,0.123575705356108,2979.977247454906,89.93117704811358,0,normal
2026-01-01 00:00:27,25.322929143114703,27.97438149813352,2.9296937079583487,100.31721433047736,0.1016326197651313,2982.256131063755,90.06711189462102,0,normal
2026-01-01 00:00:28,24.839712960673356,27.685433596326344,3.0114527782152893,101.06470584318367,0.1159008050714008,3017.240186312036,89.93203784347125,0,normal
2026-01-01 00:00:29,24.999132073085544,28.010670078148124,2.9754505471320125,100.56319112714564,0.1039877235139201,2946.656556018557,90.01388180803447,0,normal
2026-01-01 00:00:30,24.849066559551417,28.192919946073417,2.9791133769314486,101.02993061009332,0.1235762353793182,2984.590783733959,90.00017204898249,0,normal
